PERIODO;HERIDOS;PUENTE_REYES;SEMANA_SANTA;COLOMBIAMODA;FESTIVOS;Lunes;Martes;Miercoles;Jueves;Viernes;Sabado
1;63;0;0;0;0;0;0;0;0;1;0
1;65;0;0;0;0;0;0;0;0;0;1
1;47;0;0;0;0;0;0;0;0;0;0
1;65;0;0;0;0;1;0;0;0;0;0
1;69;0;0;1;0;0;1;0;0;0;0
1;84;0;0;1;0;0;0;1;0;0;0
1;71;0;0;1;0;0;0;0;1;0;0
1;62;0;0;0;0;0;0;0;0;1;0
1;67;0;0;0;0;0;0;0;0;0;1
1;61;0;0;0;0;0;0;0;0;0;0
1;76;0;0;0;0;1;0;0;0;0;0
1;63;0;0;0;0;0;1;0;0;0;0
1;70;0;0;0;0;0;0;1;0;0;0
1;70;0;0;0;0;0;0;0;1;0;0
1;59;0;0;0;0;0;0;0;0;1;0
1;76;0;0;0;0;0;0;0;0;0;1
1;47;0;0;0;0;0;0;0;0;0;0
1;59;0;0;0;0;1;0;0;0;0;0
1;68;0;0;0;0;0;1;0;0;0;0
1;62;0;0;0;0;0;0;1;0;0;0
1;64;0;0;0;0;0;0;0;1;0;0
1;77;0;0;0;0;0;0;0;0;1;0
1;79;0;0;0;0;0;0;0;0;0;1
1;67;0;0;0;0;0;0;0;0;0;0
1;52;0;0;0;1;1;0;0;0;0;0
1;114;0;0;0;0;0;1;0;0;0;0
1;71;0;0;0;0;0;0;1;0;0;0
1;75;0;0;0;0;0;0;0;1;0;0
1;63;0;0;0;0;0;0;0;0;1;0
1;59;0;0;0;0;0;0;0;0;0;1
1;47;0;0;0;0;0;0;0;0;0;0
1;93;0;0;0;0;1;0;0;0;0;0
1;63;0;0;0;0;0;1;0;0;0;0
1;75;0;0;0;0;0;0;1;0;0;0
1;79;0;0;0;0;0;0;0;1;0;0
1;107;0;0;0;0;0;0;0;0;1;0
1;77;0;0;0;0;0;0;0;0;0;1
1;62;0;0;0;0;0;0;0;0;0;0
1;69;0;0;0;0;1;0;0;0;0;0
1;70;0;0;0;0;0;1;0;0;0;0
1;70;0;0;0;0;0;0;1;0;0;0
1;74;0;0;0;0;0;0;0;1;0;0
1;83;0;0;0;0;0;0;0;0;1;0
1;56;0;0;0;0;0;0;0;0;0;1
1;57;0;0;0;0;0;0;0;0;0;0
1;66;0;0;0;0;1;0;0;0;0;0
1;62;0;0;0;0;0;1;0;0;0;0
1;77;0;0;0;0;0;0;1;0;0;0
1;100;0;0;0;0;0;0;0;1;0;0
1;83;0;0;0;0;0;0;0;0;1;0
1;65;0;0;0;0;0;0;0;0;0;1
1;63;0;0;0;0;0;0;0;0;0;0
1;90;0;0;0;0;1;0;0;0;0;0
1;63;0;0;0;0;0;1;0;0;0;0
1;61;0;0;0;0;0;0;1;0;0;0
1;83;0;0;0;0;0;0;0;1;0;0
1;90;0;0;0;0;0;0;0;0;1;0
1;75;0;0;0;0;0;0;0;0;0;1
1;47;0;0;0;0;0;0;0;0;0;0
1;83;0;0;0;0;1;0;0;0;0;0
1;60;0;0;0;0;0;1;0;0;0;0
1;61;0;0;0;0;0;0;1;0;0;0
1;80;0;0;0;0;0;0;0;1;0;0
1;73;0;0;0;0;0;0;0;0;1;0
1;60;0;0;0;0;0;0;0;0;0;1
1;55;0;0;0;0;0;0;0;0;0;0
1;63;0;0;0;0;1;0;0;0;0;0
1;68;0;0;0;0;0;1;0;0;0;0
1;77;0;0;0;0;0;0;1;0;0;0
1;85;0;0;0;0;0;0;0;1;0;0
1;68;0;0;0;0;0;0;0;0;1;0
1;59;0;0;0;0;0;0;0;0;0;1
1;56;0;0;0;0;0;0;0;0;0;0
1;61;0;0;0;0;1;0;0;0;0;0
1;77;0;0;0;0;0;1;0;0;0;0
1;62;0;0;0;0;0;0;1;0;0;0
1;76;0;0;0;0;0;0;0;1;0;0
1;56;0;0;0;0;0;0;0;0;1;0
1;74;0;0;0;0;0;0;0;0;0;1
1;55;0;0;0;0;0;0;0;0;0;0
1;51;0;0;0;1;1;0;0;0;0;0
1;85;0;0;0;0;0;1;0;0;0;0
1;64;0;0;0;0;0;0;1;0;0;0
1;77;0;0;0;0;0;0;0;1;0;0
1;80;0;0;0;0;0;0;0;0;1;0
1;73;0;0;0;0;0;0;0;0;0;1
1;56;0;0;0;0;0;0;0;0;0;0
1;71;0;0;0;0;1;0;0;0;0;0
1;80;0;0;0;0;0;1;0;0;0;0
1;75;0;0;0;0;0;0;1;0;0;0
1;74;0;0;0;0;0;0;0;1;0;0
1;57;0;0;0;0;0;0;0;0;1;0
1;43;0;0;0;0;0;0;0;0;0;1
1;40;0;0;0;0;0;0;0;0;0;0
1;67;0;0;0;0;1;0;0;0;0;0
1;55;0;0;0;0;0;1;0;0;0;0
1;60;0;0;0;0;0;0;1;0;0;0
1;75;0;0;0;0;0;0;0;1;0;0
1;76;0;0;0;0;0;0;0;0;1;0
1;74;0;0;0;0;0;0;0;0;0;1
1;56;0;0;0;0;0;0;0;0;0;0
1;45;0;0;0;1;1;0;0;0;0;0
1;70;0;0;0;0;0;1;0;0;0;0
1;56;0;0;0;0;0;0;1;0;0;0
1;60;0;0;0;0;0;0;0;1;0;0
1;67;0;0;0;0;0;0;0;0;1;0
1;60;0;0;0;0;0;0;0;0;0;1
1;52;0;0;0;0;0;0;0;0;0;0
1;59;0;0;0;0;1;0;0;0;0;0
1;74;0;0;0;0;0;1;0;0;0;0
1;77;0;0;0;0;0;0;1;0;0;0
1;65;0;0;0;0;0;0;0;1;0;0
1;62;0;0;0;0;0;0;0;0;1;0
1;51;0;0;0;0;0;0;0;0;0;1
1;40;0;0;0;0;0;0;0;0;0;0
1;43;0;0;0;1;1;0;0;0;0;0
1;69;0;0;0;0;0;1;0;0;0;0
1;74;0;0;0;0;0;0;1;0;0;0
1;69;0;0;0;0;0;0;0;1;0;0
1;70;0;0;0;0;0;0;0;0;1;0
1;62;0;0;0;0;0;0;0;0;0;1
1;57;0;0;0;0;0;0;0;0;0;0
1;79;0;0;0;0;1;0;0;0;0;0
1;68;0;0;0;0;0;1;0;0;0;0
1;76;0;0;0;0;0;0;1;0;0;0
1;69;0;0;0;0;0;0;0;1;0;0
1;63;0;0;0;0;0;0;0;0;1;0
1;73;0;0;0;0;0;0;0;0;0;1
1;46;0;0;0;0;0;0;0;0;0;0
1;67;0;0;0;0;1;0;0;0;0;0
1;84;0;0;0;0;0;1;0;0;0;0
1;64;0;0;0;0;0;0;1;0;0;0
1;76;0;0;0;0;0;0;0;1;0;0
1;60;0;0;0;0;0;0;0;0;1;0
1;79;0;0;0;0;0;0;0;0;0;1
1;42;0;0;0;0;0;0;0;0;0;0
1;81;0;0;0;0;1;0;0;0;0;0
1;64;0;0;0;1;0;1;0;0;0;0
1;65;0;0;0;0;0;0;1;0;0;0
1;68;0;0;0;0;0;0;0;1;0;0
1;58;0;0;0;0;0;0;0;0;1;0
1;71;0;0;0;0;0;0;0;0;0;1
1;65;0;0;0;0;0;0;0;0;0;0
1;72;0;0;0;0;1;0;0;0;0;0
1;71;0;0;0;0;0;1;0;0;0;0
1;84;0;0;0;0;0;0;1;0;0;0
1;56;0;0;0;0;0;0;0;1;0;0
1;75;0;0;0;0;0;0;0;0;1;0
1;71;0;0;0;0;0;0;0;0;0;1
1;67;0;0;0;0;0;0;0;0;0;0
1;70;0;0;0;0;1;0;0;0;0;0
1;72;0;0;0;0;0;1;0;0;0;0
1;58;0;0;0;0;0;0;1;0;0;0
1;77;0;0;0;0;0;0;0;1;0;0
1;46;0;0;0;1;0;0;0;0;1;0
1;53;0;0;0;0;0;0;0;0;0;1
1;47;0;0;0;0;0;0;0;0;0;0
1;48;0;0;0;0;1;0;0;0;0;0
1;46;0;0;0;0;0;1;0;0;0;0
1;55;0;0;0;0;0;0;1;0;0;0
1;46;0;0;0;0;0;0;0;1;0;0
1;50;0;0;0;1;0;0;0;0;1;0
1;38;0;0;0;0;0;0;0;0;0;1
1;42;0;0;0;0;0;0;0;0;0;0
1;58;0;0;0;0;1;0;0;0;0;0
1;60;0;0;0;0;0;1;0;0;0;0
1;54;0;0;0;0;0;0;1;0;0;0
1;53;0;0;0;0;0;0;0;1;0;0
1;55;0;0;0;0;0;0;0;0;1;0
1;52;0;0;0;0;0;0;0;0;0;1
1;46;0;0;0;0;0;0;0;0;0;0
1;37;1;0;0;1;1;0;0;0;0;0
1;53;0;0;0;0;0;1;0;0;0;0
1;59;0;0;0;0;0;0;1;0;0;0
1;57;0;0;0;0;0;0;0;1;0;0
1;72;0;0;0;0;0;0;0;0;1;0
1;70;0;0;0;0;0;0;0;0;0;1
1;45;0;0;0;0;0;0;0;0;0;0
1;73;0;0;0;0;1;0;0;0;0;0
1;69;0;0;0;0;0;1;0;0;0;0
1;86;0;0;0;0;0;0;1;0;0;0
1;58;0;0;0;0;0;0;0;1;0;0
1;72;0;0;0;0;0;0;0;0;1;0
1;56;0;0;0;0;0;0;0;0;0;1
1;45;0;0;0;0;0;0;0;0;0;0
1;62;0;0;0;0;1;0;0;0;0;0
1;67;0;0;0;0;0;1;0;0;0;0
1;67;0;0;0;0;0;0;1;0;0;0
1;65;0;0;0;0;0;0;0;1;0;0
1;69;0;0;0;0;0;0;0;0;1;0
1;50;0;0;0;0;0;0;0;0;0;1
1;59;0;0;0;0;0;0;0;0;0;0
1;85;0;0;0;0;1;0;0;0;0;0
1;81;0;0;0;0;0;1;0;0;0;0
1;71;0;0;0;0;0;0;1;0;0;0
1;77;0;0;0;0;0;0;0;1;0;0
1;69;0;0;0;0;0;0;0;0;1;0
1;86;0;0;0;0;0;0;0;0;0;1
1;51;0;0;0;0;0;0;0;0;0;0
1;78;0;0;0;0;1;0;0;0;0;0
1;72;0;0;0;0;0;1;0;0;0;0
1;70;0;0;0;0;0;0;1;0;0;0
1;119;0;0;0;0;0;0;0;1;0;0
1;53;0;0;0;0;0;0;0;0;1;0
1;66;0;0;0;0;0;0;0;0;0;1
1;41;0;0;0;0;0;0;0;0;0;0
1;71;0;0;0;0;1;0;0;0;0;0
1;66;0;0;0;0;0;1;0;0;0;0
1;94;0;0;0;0;0;0;1;0;0;0
1;71;0;0;0;0;0;0;0;1;0;0
1;85;0;0;0;0;0;0;0;0;1;0
1;87;0;0;0;0;0;0;0;0;0;1
1;43;0;0;0;0;0;0;0;0;0;0
1;76;0;0;0;0;1;0;0;0;0;0
1;71;0;0;0;0;0;1;0;0;0;0
1;60;0;0;0;0;0;0;1;0;0;0
1;67;0;0;0;0;0;0;0;1;0;0
1;57;0;0;0;0;0;0;0;0;1;0
1;77;0;0;0;0;0;0;0;0;0;1
1;60;0;0;0;0;0;0;0;0;0;0
1;72;0;0;0;0;1;0;0;0;0;0
1;67;0;0;0;0;0;1;0;0;0;0
1;57;0;0;0;0;0;0;1;0;0;0
1;70;0;0;0;0;0;0;0;1;0;0
1;66;0;0;0;0;0;0;0;0;1;0
1;88;0;0;0;0;0;0;0;0;0;1
1;54;0;0;0;0;0;0;0;0;0;0
1;74;0;0;0;0;1;0;0;0;0;0
1;57;0;0;0;0;0;1;0;0;0;0
1;63;0;0;0;0;0;0;1;0;0;0
1;88;0;0;0;0;0;0;0;1;0;0
1;74;0;0;0;0;0;0;0;0;1;0
1;62;0;0;0;0;0;0;0;0;0;1
1;56;0;0;0;0;0;0;0;0;0;0
1;94;0;0;0;0;1;0;0;0;0;0
1;72;0;0;0;0;0;1;0;0;0;0
1;77;0;0;0;0;0;0;1;0;0;0
1;98;0;0;0;0;0;0;0;1;0;0
1;77;0;0;0;0;0;0;0;0;1;0
1;92;0;0;0;0;0;0;0;0;0;1
1;55;0;0;0;1;0;0;0;0;0;0
1;59;0;0;0;1;1;0;0;0;0;0
1;65;0;0;0;0;0;1;0;0;0;0
1;69;0;0;0;0;0;0;1;0;0;0
1;33;0;1;0;1;0;0;0;1;0;0
1;20;0;1;0;1;0;0;0;0;1;0
1;54;0;1;0;0;0;0;0;0;0;1
1;44;0;1;0;1;0;0;0;0;0;0
1;84;0;0;0;0;1;0;0;0;0;0
1;62;0;0;0;0;0;1;0;0;0;0
1;76;0;0;0;0;0;0;1;0;0;0
1;76;0;0;0;0;0;0;0;1;0;0
1;66;0;0;0;0;0;0;0;0;1;0
1;42;0;0;0;0;0;0;0;0;0;1
1;29;0;0;0;0;0;0;0;0;0;0
1;80;0;0;0;0;1;0;0;0;0;0
1;74;0;0;0;0;0;1;0;0;0;0
1;84;0;0;0;0;0;0;1;0;0;0
1;60;0;0;0;0;0;0;0;1;0;0
1;91;0;0;0;0;0;0;0;0;1;0
1;68;0;0;0;0;0;0;0;0;0;1
1;65;0;0;0;0;0;0;0;0;0;0
1;77;0;0;0;0;1;0;0;0;0;0
1;70;0;0;0;0;0;1;0;0;0;0
1;68;0;0;0;0;0;0;1;0;0;0
1;74;0;0;0;0;0;0;0;1;0;0
1;81;0;0;0;0;0;0;0;0;1;0
1;58;0;0;0;0;0;0;0;0;0;1
1;71;0;0;0;0;0;0;0;0;0;0
1;79;0;0;0;0;1;0;0;0;0;0
1;68;0;0;0;0;0;1;0;0;0;0
1;77;0;0;0;0;0;0;1;0;0;0
1;77;0;0;0;0;0;0;0;1;0;0
1;55;0;0;0;0;0;0;0;0;1;0
1;59;0;0;0;0;0;0;0;0;0;1
1;63;0;0;0;0;0;0;0;0;0;0
1;70;0;0;0;0;1;0;0;0;0;0
1;68;0;0;0;0;0;1;0;0;0;0
1;81;0;0;0;0;0;0;1;0;0;0
1;71;0;0;0;0;0;0;0;1;0;0
1;84;0;0;0;0;0;0;0;0;1;0
1;69;0;0;0;0;0;0;0;0;0;1
1;53;0;0;0;1;0;0;0;0;0;0
1;64;0;0;0;0;1;0;0;0;0;0
1;64;0;0;0;0;0;1;0;0;0;0
1;74;0;0;0;0;0;0;1;0;0;0
1;73;0;0;0;0;0;0;0;1;0;0
1;86;0;0;0;0;0;0;0;0;1;0
1;69;0;0;0;0;0;0;0;0;0;1
1;50;0;0;0;0;0;0;0;0;0;0
1;52;0;0;0;1;1;0;0;0;0;0
1;62;0;0;0;0;0;1;0;0;0;0
1;71;0;0;0;0;0;0;1;0;0;0
1;85;0;0;0;0;0;0;0;1;0;0
1;63;0;0;0;0;0;0;0;0;1;0
1;49;0;0;0;0;0;0;0;0;0;1
1;69;0;0;0;0;0;0;0;0;0;0
1;73;0;0;0;0;1;0;0;0;0;0
1;83;0;0;0;0;0;1;0;0;0;0
1;70;0;0;0;0;0;0;1;0;0;0
1;90;0;0;0;0;0;0;0;1;0;0
1;61;0;0;0;0;0;0;0;0;1;0
1;83;0;0;0;0;0;0;0;0;0;1
1;50;0;0;0;0;0;0;0;0;0;0
1;68;0;0;0;0;1;0;0;0;0;0
1;66;0;0;0;0;0;1;0;0;0;0
1;75;0;0;0;0;0;0;1;0;0;0
1;83;0;0;0;0;0;0;0;1;0;0
1;63;0;0;0;0;0;0;0;0;1;0
1;75;0;0;0;0;0;0;0;0;0;1
1;34;0;0;0;0;0;0;0;0;0;0
1;34;0;0;0;1;1;0;0;0;0;0
1;49;0;0;0;0;0;1;0;0;0;0
1;69;0;0;0;0;0;0;1;0;0;0
1;65;0;0;0;0;0;0;0;1;0;0
1;60;0;0;0;0;0;0;0;0;1;0
1;60;0;0;0;0;0;0;0;0;0;1
1;50;0;0;0;0;0;0;0;0;0;0
1;38;0;0;0;1;1;0;0;0;0;0
1;79;0;0;0;0;0;1;0;0;0;0
1;50;0;0;0;0;0;0;1;0;0;0
1;61;0;0;0;0;0;0;0;1;0;0
1;72;0;0;0;0;0;0;0;0;1;0
1;73;0;0;0;0;0;0;0;0;0;1
1;69;0;0;0;0;0;0;0;0;0;0
1;76;0;0;0;0;1;0;0;0;0;0
1;81;0;0;0;0;0;1;0;0;0;0
1;65;0;0;0;0;0;0;1;0;0;0
1;61;0;0;0;0;0;0;0;1;0;0
1;63;0;0;0;0;0;0;0;0;1;0
1;96;0;0;0;0;0;0;0;0;0;1
1;64;0;0;0;0;0;0;0;0;0;0
1;86;0;0;0;0;1;0;0;0;0;0
1;74;0;0;0;0;0;1;0;0;0;0
1;64;0;0;0;0;0;0;1;0;0;0
1;87;0;0;0;0;0;0;0;1;0;0
1;55;0;0;0;0;0;0;0;0;1;0
1;50;0;0;0;0;0;0;0;0;0;1
1;50;0;0;0;0;0;0;0;0;0;0
1;71;0;0;0;0;1;0;0;0;0;0
1;76;0;0;0;0;0;1;0;0;0;0
1;61;0;0;0;0;0;0;1;0;0;0
1;46;0;0;0;0;0;0;0;1;0;0
1;50;0;0;0;0;0;0;0;0;1;0
1;80;0;0;0;0;0;0;0;0;0;1
1;42;0;0;0;0;0;0;0;0;0;0
1;47;0;0;0;1;1;0;0;0;0;0
1;81;0;0;0;0;0;1;0;0;0;0
1;65;0;0;0;0;0;0;1;0;0;0
1;80;0;0;0;0;0;0;0;1;0;0
1;71;0;0;0;0;0;0;0;0;1;0
1;93;0;0;0;0;0;0;0;0;0;1
1;58;0;0;0;0;0;0;0;0;0;0
1;77;0;0;0;0;1;0;0;0;0;0
1;64;0;0;0;0;0;1;0;0;0;0
1;61;0;0;0;0;0;0;1;0;0;0
1;74;0;0;0;0;0;0;0;1;0;0
1;89;0;0;0;0;0;0;0;0;1;0
1;71;0;0;0;0;0;0;0;0;0;1
1;57;0;0;0;0;0;0;0;0;0;0
1;74;0;0;0;0;1;0;0;0;0;0
1;85;0;0;0;0;0;1;0;0;0;0
1;56;0;0;0;1;0;0;1;0;0;0
1;61;0;0;0;0;0;0;0;1;0;0
1;61;0;0;0;0;0;0;0;0;1;0
1;71;0;0;0;0;0;0;0;0;0;1
1;41;0;0;0;0;0;0;0;0;0;0
1;73;0;0;0;0;1;0;0;0;0;0
1;72;0;0;1;0;0;1;0;0;0;0
1;94;0;0;1;0;0;0;1;0;0;0
1;84;0;0;1;0;0;0;0;1;0;0
1;77;0;0;0;0;0;0;0;0;1;0
1;78;0;0;0;0;0;0;0;0;0;1
1;46;0;0;0;0;0;0;0;0;0;0
1;85;0;0;0;0;1;0;0;0;0;0
1;83;0;0;0;0;0;1;0;0;0;0
1;73;0;0;0;0;0;0;1;0;0;0
1;93;0;0;0;0;0;0;0;1;0;0
1;91;0;0;0;0;0;0;0;0;1;0
1;80;0;0;0;0;0;0;0;0;0;1
1;52;0;0;0;1;0;0;0;0;0;0
1;81;0;0;0;0;1;0;0;0;0;0
1;72;0;0;0;0;0;1;0;0;0;0
1;79;0;0;0;0;0;0;1;0;0;0
1;81;0;0;0;0;0;0;0;1;0;0
1;73;0;0;0;0;0;0;0;0;1;0
1;75;0;0;0;0;0;0;0;0;0;1
1;39;0;0;0;0;0;0;0;0;0;0
1;32;0;0;0;1;1;0;0;0;0;0
1;80;0;0;0;0;0;1;0;0;0;0
1;84;0;0;0;0;0;0;1;0;0;0
1;85;0;0;0;0;0;0;0;1;0;0
1;92;0;0;0;0;0;0;0;0;1;0
1;74;0;0;0;0;0;0;0;0;0;1
1;53;0;0;0;0;0;0;0;0;0;0
1;81;0;0;0;0;1;0;0;0;0;0
1;69;0;0;0;0;0;1;0;0;0;0
1;67;0;0;0;0;0;0;1;0;0;0
1;84;0;0;0;0;0;0;0;1;0;0
1;78;0;0;0;0;0;0;0;0;1;0
1;61;0;0;0;0;0;0;0;0;0;1
1;51;0;0;0;0;0;0;0;0;0;0
1;85;0;0;0;0;1;0;0;0;0;0
1;68;0;0;0;0;0;1;0;0;0;0
1;50;0;0;0;0;0;0;1;0;0;0
1;79;0;0;0;0;0;0;0;1;0;0
1;97;0;0;0;0;0;0;0;0;1;0
1;93;0;0;0;0;0;0;0;0;0;1
1;45;0;0;0;0;0;0;0;0;0;0
1;64;0;0;0;0;1;0;0;0;0;0
1;68;0;0;0;0;0;1;0;0;0;0
1;65;0;0;0;0;0;0;1;0;0;0
1;73;0;0;0;0;0;0;0;1;0;0
1;69;0;0;0;0;0;0;0;0;1;0
1;68;0;0;0;0;0;0;0;0;0;1
1;44;0;0;0;0;0;0;0;0;0;0
1;84;0;0;0;0;1;0;0;0;0;0
1;76;0;0;0;0;0;1;0;0;0;0
1;68;0;0;0;0;0;0;1;0;0;0
1;86;0;0;0;0;0;0;0;1;0;0
1;90;0;0;0;0;0;0;0;0;1;0
1;68;0;0;0;0;0;0;0;0;0;1
1;50;0;0;0;0;0;0;0;0;0;0
1;71;0;0;0;0;1;0;0;0;0;0
1;74;0;0;0;0;0;1;0;0;0;0
1;101;0;0;0;0;0;0;1;0;0;0
1;81;0;0;0;0;0;0;0;1;0;0
1;93;0;0;0;0;0;0;0;0;1;0
1;72;0;0;0;0;0;0;0;0;0;1
1;47;0;0;0;0;0;0;0;0;0;0
1;75;0;0;0;0;1;0;0;0;0;0
1;70;0;0;0;0;0;1;0;0;0;0
1;93;0;0;0;0;0;0;1;0;0;0
1;76;0;0;0;0;0;0;0;1;0;0
1;71;0;0;0;0;0;0;0;0;1;0
1;63;0;0;0;0;0;0;0;0;0;1
1;59;0;0;0;0;0;0;0;0;0;0
1;81;0;0;0;0;1;0;0;0;0;0
1;72;0;0;0;0;0;1;0;0;0;0
1;61;0;0;0;0;0;0;1;0;0;0
1;84;0;0;0;0;0;0;0;1;0;0
1;102;0;0;0;0;0;0;0;0;1;0
1;70;0;0;0;0;0;0;0;0;0;1
1;62;0;0;0;0;0;0;0;0;0;0
1;72;0;0;0;0;1;0;0;0;0;0
1;75;0;0;0;0;0;1;0;0;0;0
1;73;0;0;0;0;0;0;1;0;0;0
1;61;0;0;0;0;0;0;0;1;0;0
1;83;0;0;0;0;0;0;0;0;1;0
1;65;0;0;0;0;0;0;0;0;0;1
1;44;0;0;0;0;0;0;0;0;0;0
1;54;0;0;0;1;1;0;0;0;0;0
1;78;0;0;0;0;0;1;0;0;0;0
1;66;0;0;0;0;0;0;1;0;0;0
1;72;0;0;0;0;0;0;0;1;0;0
1;76;0;0;0;0;0;0;0;0;1;0
1;66;0;0;0;0;0;0;0;0;0;1
1;64;0;0;0;0;0;0;0;0;0;0
1;65;0;0;0;0;1;0;0;0;0;0
1;74;0;0;0;0;0;1;0;0;0;0
1;59;0;0;0;0;0;0;1;0;0;0
1;96;0;0;0;0;0;0;0;1;0;0
1;75;0;0;0;0;0;0;0;0;1;0
1;76;0;0;0;0;0;0;0;0;0;1
1;58;0;0;0;0;0;0;0;0;0;0
1;70;0;0;0;0;1;0;0;0;0;0
1;80;0;0;0;0;0;1;0;0;0;0
1;71;0;0;0;0;0;0;1;0;0;0
1;91;0;0;0;0;0;0;0;1;0;0
1;71;0;0;0;0;0;0;0;0;1;0
1;64;0;0;0;0;0;0;0;0;0;1
1;48;0;0;0;0;0;0;0;0;0;0
1;49;0;0;0;1;1;0;0;0;0;0
1;63;0;0;0;0;0;1;0;0;0;0
1;63;0;0;0;0;0;0;1;0;0;0
1;78;0;0;0;0;0;0;0;1;0;0
1;85;0;0;0;0;0;0;0;0;1;0
1;70;0;0;0;0;0;0;0;0;0;1
1;53;0;0;0;0;0;0;0;0;0;0
1;41;0;0;0;1;1;0;0;0;0;0
1;84;0;0;0;0;0;1;0;0;0;0
1;71;0;0;0;0;0;0;1;0;0;0
1;84;0;0;0;0;0;0;0;1;0;0
1;78;0;0;0;0;0;0;0;0;1;0
1;69;0;0;0;0;0;0;0;0;0;1
1;41;0;0;0;0;0;0;0;0;0;0
1;100;0;0;0;0;1;0;0;0;0;0
1;58;0;0;0;0;0;1;0;0;0;0
1;73;0;0;0;0;0;0;1;0;0;0
1;58;0;0;0;0;0;0;0;1;0;0
1;86;0;0;0;0;0;0;0;0;1;0
1;65;0;0;0;0;0;0;0;0;0;1
1;48;0;0;0;0;0;0;0;0;0;0
1;71;0;0;0;0;1;0;0;0;0;0
1;53;0;0;0;0;0;1;0;0;0;0
1;67;0;0;0;0;0;0;1;0;0;0
1;49;0;0;0;0;0;0;0;1;0;0
1;61;0;0;0;0;0;0;0;0;1;0
1;55;0;0;0;0;0;0;0;0;0;1
1;50;0;0;0;0;0;0;0;0;0;0
1;64;0;0;0;0;1;0;0;0;0;0
1;59;0;0;0;0;0;1;0;0;0;0
1;49;0;0;0;0;0;0;1;0;0;0
1;42;0;0;0;1;0;0;0;1;0;0
1;55;0;0;0;0;0;0;0;0;1;0
1;69;0;0;0;0;0;0;0;0;0;1
1;51;0;0;0;0;0;0;0;0;0;0
1;50;0;0;0;0;1;0;0;0;0;0
1;51;0;0;0;0;0;1;0;0;0;0
1;58;0;0;0;0;0;0;1;0;0;0
1;56;0;0;0;0;0;0;0;1;0;0
1;85;0;0;0;0;0;0;0;0;1;0
1;76;0;0;0;0;0;0;0;0;0;1
1;56;0;0;0;0;0;0;0;0;0;0
1;64;0;0;0;0;1;0;0;0;0;0
1;66;0;0;0;0;0;1;0;0;0;0
1;98;0;0;0;0;0;0;1;0;0;0
1;57;0;0;0;0;0;0;0;1;0;0
1;62;0;0;0;0;0;0;0;0;1;0
1;65;0;0;0;0;0;0;0;0;0;1
1;50;0;0;0;1;0;0;0;0;0;0
1;53;0;0;0;0;1;0;0;0;0;0
1;56;0;0;0;0;0;1;0;0;0;0
1;53;0;0;0;0;0;0;1;0;0;0
1;51;0;0;0;0;0;0;0;1;0;0
1;69;0;0;0;0;0;0;0;0;1;0
1;67;0;0;0;0;0;0;0;0;0;1
1;53;0;0;0;1;0;0;0;0;0;0
1;58;0;0;0;0;1;0;0;0;0;0
1;49;0;0;0;0;0;1;0;0;0;0
1;42;0;0;0;0;0;0;1;0;0;0
1;64;0;0;0;0;0;0;0;1;0;0
1;41;0;0;0;0;0;0;0;0;1;0
1;46;0;0;0;0;0;0;0;0;0;1
1;39;0;0;0;0;0;0;0;0;0;0
1;31;1;0;0;1;1;0;0;0;0;0
1;52;0;0;0;0;0;1;0;0;0;0
1;64;0;0;0;0;0;0;1;0;0;0
1;49;0;0;0;0;0;0;0;1;0;0
1;76;0;0;0;0;0;0;0;0;1;0
1;57;0;0;0;0;0;0;0;0;0;1
1;54;0;0;0;0;0;0;0;0;0;0
1;87;0;0;0;0;1;0;0;0;0;0
1;70;0;0;0;0;0;1;0;0;0;0
1;62;0;0;0;0;0;0;1;0;0;0
1;79;0;0;0;0;0;0;0;1;0;0
1;78;0;0;0;0;0;0;0;0;1;0
1;58;0;0;0;0;0;0;0;0;0;1
1;48;0;0;0;0;0;0;0;0;0;0
1;56;0;0;0;0;1;0;0;0;0;0
1;65;0;0;0;0;0;1;0;0;0;0
1;47;0;0;0;0;0;0;1;0;0;0
1;68;0;0;0;0;0;0;0;1;0;0
1;90;0;0;0;0;0;0;0;0;1;0
1;54;0;0;0;0;0;0;0;0;0;1
1;43;0;0;0;0;0;0;0;0;0;0
1;62;0;0;0;0;1;0;0;0;0;0
1;69;0;0;0;0;0;1;0;0;0;0
1;65;0;0;0;0;0;0;1;0;0;0
1;73;0;0;0;0;0;0;0;1;0;0
1;91;0;0;0;0;0;0;0;0;1;0
1;65;0;0;0;0;0;0;0;0;0;1
1;64;0;0;0;0;0;0;0;0;0;0
1;74;0;0;0;0;1;0;0;0;0;0
1;80;0;0;0;0;0;1;0;0;0;0
1;72;0;0;0;0;0;0;1;0;0;0
1;69;0;0;0;0;0;0;0;1;0;0
1;85;0;0;0;0;0;0;0;0;1;0
1;66;0;0;0;0;0;0;0;0;0;1
1;54;0;0;0;0;0;0;0;0;0;0
1;56;0;0;0;0;1;0;0;0;0;0
1;67;0;0;0;0;0;1;0;0;0;0
1;50;0;0;0;0;0;0;1;0;0;0
1;67;0;0;0;0;0;0;0;1;0;0
1;57;0;0;0;0;0;0;0;0;1;0
1;76;0;0;0;0;0;0;0;0;0;1
1;46;0;0;0;0;0;0;0;0;0;0
1;77;0;0;0;0;1;0;0;0;0;0
1;85;0;0;0;0;0;1;0;0;0;0
